,composition,UUID,cell,positions,numbers
23261,CuOsTl,3803fb38-2442-41bf-ba3f-b5e6110fa0f9,"[[2.99131742, 2.99131742, 0.0], [-2.99131742, 2.99131742, 0.0], [-0.0, -0.0, 6.04834935]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.25], [0.9999999999999998, 0.49999999999999983, 0.7500000000000002], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[29 29 76 76 81 81]
82205,Nb2MoTl,0a23772f-3127-4c64-98cd-2ec2816edf90,"[[2.87973646, 2.87973646, 0.0], [-2.87973646, 2.87973646, -0.0], [-0.0, -0.0, 8.99537503]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[41 41 41 41 42 42 81 81]
68822,Cr2YP,368e586a-5083-4abb-8538-2999146ff1a8,"[[2.82996077, 2.82996077, -0.0], [-2.82996077, 2.82996077, -0.0], [0.0, 0.0, 8.33358084]]","[[0.5, 3.9231039397947436e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.5, 3.9231039397947436e-17, 0.75], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]",[24 24 24 24 39 39 15 15]
94543,Ta2OsP,32448a78-c81e-4489-8e23-b1fb4168d389,"[[2.61817078, 2.61817078, -0.0], [-2.61817078, 2.61817078, 0.0], [0.0, 0.0, 9.22116869]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[73 73 73 73 76 76 15 15]
68090,V2HfBi,29d733e0-4f19-4bc0-8f21-05da9bc14a23,"[[2.90462665, 2.90462665, -0.0], [-2.90462665, 2.90462665, -0.0], [-0.0, -0.0, 8.91803118]]","[[0.4999999999999999, 3.8222572413055443e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 3.8222572413055443e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[23 23 23 23 72 72 83 83]
33138,MoYSb,50e21c39-af2c-4a56-8868-72bf9168ff6e,"[[3.33040472, 3.33040472, 0.0], [-3.33040472, 3.33040472, 0.0], [-0.0, 0.0, 6.65664368]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[42 42 39 39 51 51]
65407,Sc2HfGe,10033454-6bc0-45bc-96a2-bf6d40c96c42,"[[2.96243452, 2.96243452, 0.0], [-2.96243452, 2.96243452, -0.0], [0.0, 0.0, 9.31746475]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 21 21 72 72 32 32]
55889,Pt2TiAl,aa9e58e1-0cf9-4296-92a7-12366d91d4d8,"[[3.31331115, 3.31331115, -0.0], [-3.31331115, 3.31331115, -0.0], [0.0, 0.0, 5.61491338]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 78 78 22 22 13 13]
103314,La2MnPb,d0aff76c-a009-49a3-ba53-21211dfdef28,"[[3.31917404, 3.31917404, 0.0], [-3.31917404, 3.31917404, 0.0], [-0.0, -0.0, 10.36991086]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[57 57 57 57 25 25 82 82]
85146,Ru2As,06ac0395-a094-45be-9cfe-0732ddeab618,"[[2.89924813, 2.89924813, 0.0], [-2.89924813, 2.89924813, 0.0], [0.0, 0.0, 5.94799739]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[44 44 44 44 33 33]
16355,CoScGa,9c025bb0-b26a-433d-a476-5cf69d15bbe1,"[[2.96696076, 2.96696076, 0.0], [-2.96696076, 2.96696076, 0.0], [-0.0, -0.0, 5.90707068]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 21 21 31 31]
66075,TiCuAl,47010ec6-8f95-4306-8b88-bf6c92bfab4f,"[[2.51841971, 2.51841971, -0.0], [-2.51841971, 2.51841971, 0.0], [0.0, 0.0, 8.35043295]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.25], [0.9999999999999998, 0.4999999999999999, 0.7500000000000002], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.9999999999999998, 2.3184760860835746e-16, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[22 22 29 29 13 13]
54138,Ir2TiSb,dbf6dd77-2146-4278-b23f-bea84e93552a,"[[2.87753652, 2.87753652, 0.0], [-2.87753652, 2.87753652, -0.0], [-0.0, -0.0, 7.80831465]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [4.440892098500626e-16, 0.5000000000000002, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[77 77 77 77 22 22 51 51]
93854,Ta2ZnTl,ae5356ef-2288-44ae-ae1f-22c349f39501,"[[2.87993265, 2.87993265, 0.0], [-2.87993265, 2.87993265, 0.0], [0.0, 0.0, 8.92562202]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[73 73 73 73 30 30 81 81]
41433,Ag2TaSb,28eff4d6-8aee-465e-b881-6ca244ea6b8a,"[[2.82404684, 2.82404684, 0.0], [-2.82404684, 2.82404684, 0.0], [0.0, 0.0, 9.78721769]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[47 47 47 47 73 73 51 51]
36070,RhTiSn,0bf7a90e-2deb-470f-a594-f86c4f8e866a,"[[3.08815585, 3.08815585, 0.0], [-3.08815585, 3.08815585, 0.0], [-0.0, -0.0, 6.1793802]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[45 45 22 22 50 50]
26885,Y3Sb,813cd6a1-c7f8-4adb-b385-ed5968eca01f,"[[3.28060666, 3.28060666, 0.0], [-3.28060666, 3.28060666, 0.0], [0.0, 0.0, 10.51990845]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[39 39 39 39 39 39 51 51]
48804,W2TiSn,4b8fcfef-7f84-44ae-b508-d5a724dac541,"[[2.77128885, 2.77128885, -0.0], [-2.77128885, 2.77128885, -0.0], [-0.0, 0.0, 9.00218279]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[74 74 74 74 22 22 50 50]
55179,Ir2PdPb,e80b7216-cf9b-4101-9b6c-3b9faa6ba526,"[[2.93797865, 2.93797865, 0.0], [-2.93797865, 2.93797865, 0.0], [0.0, 0.0, 7.76839428]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[77 77 77 77 46 46 82 82]
89969,Ag2AuSb,b1e074f3-78f6-404c-b2d3-84028188f1ec,"[[3.04277747, 3.04277747, -0.0], [-3.04277747, 3.04277747, -0.0], [0.0, 0.0, 8.58306932]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[47 47 47 47 79 79 51 51]
26307,YCrSi,79777876-e18d-4cf5-8112-4e6a2349e484,"[[2.5006058, 2.5006058, 0.0], [-2.5006058, 2.5006058, 0.0], [-0.0, -0.0, 9.87361714]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[39 39 24 24 14 14]
59580,Au2OsGe,a3493644-9158-45c9-bd08-08424ce0e4c5,"[[2.71797806, 2.71797806, -0.0], [-2.71797806, 2.71797806, -0.0], [0.0, 0.0, 9.09499924]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 79 79 76 76 32 32]
98396,OsTaAs,4861fbc2-67ee-4674-b911-33a1be15b117,"[[3.01448494, 3.01448494, -0.0], [-3.01448494, 3.01448494, 0.0], [0.0, 0.0, 6.02959525]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[76 76 73 73 33 33]
102284,Au2NbP,6b2046b3-e9f2-4b72-8519-8f65cbd71b5a,"[[2.6597487, 2.6597487, -0.0], [-2.6597487, 2.6597487, 0.0], [-0.0, -0.0, 9.82016832]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 79 79 41 41 15 15]
61486,LaAgSb,1ae0f86b-0e51-459c-91a7-333e6cdaa75c,"[[4.08288031, 4.08288031, 0.0], [-4.08288031, 4.08288031, 0.0], [-0.0, -0.0, 5.84713348]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[57 57 47 47 51 51]
30477,NbCrAs,2cbe61a8-182b-45a8-9ea9-61e7c15a9c38,"[[2.50165905, 2.50165905, -0.0], [-2.50165905, 2.50165905, 0.0], [-0.0, -0.0, 8.17495982]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[41 41 24 24 33 33]
87403,Rh2IrGe,57d15820-5dd7-4d7c-a1b6-c0094b0d29ac,"[[2.7836627, 2.7836627, -0.0], [-2.7836627, 2.7836627, -0.0], [-0.0, -0.0, 7.38156744]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[45 45 45 45 77 77 32 32]
80264,ZrCuIn,bcc025d9-d058-4d30-845d-2ac9bdcb7bf9,"[[2.76995056, 2.76995056, 0.0], [-2.76995056, 2.76995056, 0.0], [0.0, 0.0, 8.75277813]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[40 40 29 29 49 49]
8309,CrVAs,53296104-acdd-4d87-8775-a8c6420d3277,"[[2.82688001, 2.82688001, 0.0], [-2.82688001, 2.82688001, 0.0], [0.0, 0.0, 5.70206668]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 23 23 33 33]
43335,CdNbPb,beb8d382-c458-4fae-81ed-1bfc94ede25b,"[[2.85120416, 2.85120416, 0.0], [-2.85120416, 2.85120416, -0.0], [-0.0, -0.0, 9.95520283]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[48 48 41 41 82 82]
85150,Ru2Sn,366c330a-eb6c-4644-9fc7-8e25b9c24817,"[[3.03139302, 3.03139302, 0.0], [-3.03139302, 3.03139302, 0.0], [-0.0, 0.0, 6.08011063]]","[[0.49999999999999983, 2.7755575615628904e-17, 0.25], [0.9999999999999998, 0.49999999999999983, 0.75], [0.0, 0.0, 0.5], [0.4999999999999997, 0.49999999999999983, 0.0], [0.0, 0.0, 0.0], [0.4999999999999997, 0.49999999999999983, 0.5]]",[44 44 44 44 50 50]
53770,Os2ReIn,b5d427c1-6692-4f80-95b0-7bd888987bb8,"[[2.86866787, 2.86866787, -0.0], [-2.86866787, 2.86866787, -0.0], [-0.0, -0.0, 7.69874886]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999999], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[76 76 76 76 75 75 49 49]
50859,Re2VPb,9d252b2e-28b4-4f79-a1fc-313a1feda78c,"[[3.19596799, 3.19596799, -0.0], [-3.19596799, 3.19596799, -0.0], [0.0, 0.0, 6.43221583]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 75 75 23 23 82 82]
57979,Au2CrIn,9384be9a-447b-4ca1-aef8-2c3e3aff8f8d,"[[3.37757764, 3.37757764, -0.0], [-3.37757764, 3.37757764, 0.0], [0.0, -0.0, 6.45705619]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[79 79 79 79 24 24 49 49]
58764,AuMoSn,d1c3711e-8c74-4162-979d-ca12bf12bc48,"[[-0.0, 3.21137476, 3.21137476], [3.21137476, 0.0, 3.21137476], [3.21137476, 3.21137476, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[79 42 50]
96039,Re2TiP,60d82e82-4a08-4612-b7d3-5f0db0907c72,"[[3.0366637, 3.0366637, 0.0], [-3.0366637, 3.0366637, -0.0], [0.0, -0.0, 6.03466306]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 75 75 22 22 15 15]
35098,Ru2MoSn,5004b0c9-54a2-4329-8334-ad7c1925860b,"[[2.96577742, 2.96577742, 0.0], [-2.96577742, 2.96577742, 0.0], [-0.0, -0.0, 7.19926724]]","[[0.4999999999999999, 3.743446885589804e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.4999999999999999, 3.743446885589804e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.9999999999999998, 2.246068131353882e-16, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[44 44 44 44 42 42 50 50]
15194,FeMoAs,f1477462-2264-4c8c-94f7-487a5bcfb6c4,"[[2.81500663, 2.81500663, 0.0], [-2.81500663, 2.81500663, 0.0], [0.0, 0.0, 5.62375234]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[26 26 42 42 33 33]
103652,La2ZnSb,39decff3-51a2-44d7-8e7b-0acebdcfe33b,"[[3.24593905, 3.24593905, -0.0], [-3.24593905, 3.24593905, 0.0], [0.0, -0.0, 10.89258003]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[57 57 57 57 30 30 51 51]
5503,VCrSi,05b415b7-9901-413a-a981-5f16f3a51ae2,"[[2.40858055, 2.40858055, 0.0], [-2.40858055, 2.40858055, 0.0], [-0.0, -0.0, 7.53691689]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.9999999999999998], [0.5, 0.5, 0.49999999999999983]]",[23 23 24 24 14 14]
46216,Hf3Sn,d8804035-eb72-4c5b-a828-a7f505b0dd51,"[[3.05160082, 3.05160082, -0.0], [-3.05160082, 3.05160082, -0.0], [-0.0, 0.0, 9.44165719]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[72 72 72 72 72 72 50 50]
105663,Lu2PdSi,237a7b73-5724-41a7-9081-0af1b32ecdd4,"[[2.84105517, 2.84105517, 0.0], [-2.84105517, 2.84105517, 0.0], [-0.0, -0.0, 10.04358223]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[71 71 71 71 46 46 14 14]
15165,Fe2MoAl,873d3a1b-6dce-412e-9801-6df8da3e8071,"[[2.54369123, 2.54369123, 0.0], [-2.54369123, 2.54369123, -0.0], [-0.0, -0.0, 8.01891231]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[26 26 26 26 42 42 13 13]
52126,Re2WAs,1eb82f1b-c001-42a7-8197-68d717e6dedd,"[[3.13739331, 3.13739331, -0.0], [-3.13739331, 3.13739331, -0.0], [-0.0, -0.0, 6.29965847]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 75 75 74 74 33 33]
27886,YIrAl,5e365f2e-c4cb-4dfa-8a75-1f5597d85caf,"[[2.575719, 2.575719, -0.0], [-2.575719, 2.575719, -0.0], [-0.0, -0.0, 9.70735895]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[39 39 77 77 13 13]
81573,Nb2VPb,2a17b423-75dc-4e4f-bf5c-a4a55908c55f,"[[3.094656, 3.094656, -0.0], [-3.094656, 3.094656, -0.0], [0.0, -0.0, 7.71824871]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[41 41 41 41 23 23 82 82]
97840,Os2ZnPb,a23972bd-9d32-4853-924a-b34d7d30a073,"[[2.86003285, 2.86003285, 0.0], [-2.86003285, 2.86003285, 0.0], [-0.0, -0.0, 8.152259]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[76 76 76 76 30 30 82 82]
73957,Co2TaP,0cbf3a50-02c6-4126-911b-f04aad290a0a,"[[2.55891248, 2.55891248, -0.0], [-2.55891248, 2.55891248, 0.0], [0.0, 0.0, 7.57020295]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 27 27 73 73 15 15]
28629,ZrFeTl,82017326-64f9-4e1f-8747-24545c3cb1d0,"[[2.65403362, 2.65403362, -0.0], [-2.65403362, 2.65403362, 0.0], [0.0, 0.0, 8.87593641]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[40 40 26 26 81 81]
63670,LuPdIn,24007e79-1d50-45b2-a3f2-ce272774880e,"[[2.77558533, 2.77558533, 0.0], [-2.77558533, 2.77558533, -0.0], [0.0, -0.0, 9.53997879]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[71 71 46 46 49 49]
9764,CrRhGa,3a58ff5d-561c-45fb-8a15-36b9d0e14fbe,"[[2.85628415, 2.85628415, 0.0], [-2.85628415, 2.85628415, 0.0], [0.0, 0.0, 5.71802715]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 45 45 31 31]
51558,ReNbSi,29ec8675-855e-47f8-9aea-f6c18ad94b49,"[[0.0, 3.01132306, 3.01132306], [3.01132306, 0.0, 3.01132306], [3.01132306, 3.01132306, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[75 41 14]
63612,Lu2RhSn,78562a18-6a11-44a7-a833-50cabfc4b7aa,"[[3.48024827, 3.48024827, -0.0], [-3.48024827, 3.48024827, -0.0], [0.0, 0.0, 7.27017567]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[71 71 71 71 45 45 50 50]
62800,LuFeSn,38815aa1-7407-433b-90fc-1f238835b1f6,"[[2.67447544, 2.67447544, -0.0], [-2.67447544, 2.67447544, 0.0], [-0.0, -0.0, 9.68342702]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[71 71 26 26 50 50]
27955,Y2PtSi,32845279-23b1-4443-afe8-b28eb8c59325,"[[3.55576501, 3.55576501, 0.0], [-3.55576501, 3.55576501, -0.0], [-0.0, -0.0, 6.90222532]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[39 39 39 39 78 78 14 14]
89348,Ag2ZrP,857b14b5-0a2d-4e42-9c5f-85591e55f0cd,"[[2.67558561, 2.67558561, -0.0], [-2.67558561, 2.67558561, -0.0], [-0.0, -0.0, 10.38014237]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[47 47 47 47 40 40 15 15]
83165,Mo2CoP,c3b2eb73-3b65-4bab-a345-d98497a233aa,"[[3.19126866, 3.19126866, 0.0], [-3.19126866, 3.19126866, 0.0], [-0.0, -0.0, 5.17583285]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[42 42 42 42 27 27 15 15]
56176,Pt2MnSb,8ab19eaa-d991-438e-8084-be4ea1399921,"[[3.48837027, 3.48837027, -0.0], [-3.48837027, 3.48837027, 0.0], [-0.0, -0.0, 5.62979155]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[78 78 78 78 25 25 51 51]
51840,Re2PdIn,24501509-ed3b-47cc-b684-1f08357b2f49,"[[2.69179973, 2.69179973, 0.0], [-2.69179973, 2.69179973, -0.0], [-0.0, -0.0, 9.01163382]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 75 75 46 46 49 49]
